ticket_id,customer_id,created_date,category,priority,resolution_hours,satisfaction_rating
TKT-0006610,CUST-001033,2024-10-23,Account,Medium,55.2,5
TKT-0006611,CUST-003120,2024-06-06,Technical,Low,24.9,3
TKT-0006612,CUST-001125,2024-03-02,Bug,Medium,30.5,5
TKT-0006613,CUST-001189,2024-01-28,Account,Low,8.7,5
TKT-0006614,CUST-003663,2023-02-16,Account,High,77.5,5
TKT-0006615,CUST-001863,2023-01-23,Technical,Medium,62.3,5
TKT-0006616,CUST-004589,2024-08-09,Bug,Medium,34.5,4
TKT-0006617,CUST-003682,2024-08-20,Technical,Low,22.5,5
TKT-0006618,CUST-000978,2024-09-30,Technical,Low,32.7,5
TKT-0006619,CUST-003875,2024-04-12,Billing,High,85.5,4
TKT-0006620,CUST-003247,2024-12-07,Technical,Medium,50.6,4
TKT-0006621,CUST-000523,2023-10-24,Billing,Low,23.2,3
TKT-0006622,CUST-003248,2024-08-14,Technical,Low,28.4,5
TKT-0006623,CUST-003691,2023-10-15,Bug,Medium,50.5,5
TKT-0006624,CUST-003086,2023-04-23,Feature Request,Medium,72.2,4
TKT-0006625,CUST-002684,2023-04-16,Feature Request,Low,28.7,1
TKT-0006626,CUST-000336,2024-03-28,Feature Request,Medium,55.6,2
TKT-0006627,CUST-004548,2023-04-23,Bug,Low,21.5,3
TKT-0006628,CUST-002046,2024-01-18,Feature Request,Low,24.7,4
TKT-0006629,CUST-000763,2024-08-19,Technical,Medium,53.9,2
TKT-0006630,CUST-000962,2023-03-05,Billing,Critical,173.6,3
TKT-0006631,CUST-004853,2023-08-29,Technical,High,68.0,4
TKT-0006632,CUST-004371,2024-02-20,Account,High,76.3,4
TKT-0006633,CUST-002356,2023-10-30,Feature Request,High,19.9,4
TKT-0006634,CUST-002617,2024-05-27,Feature Request,Low,10.4,4
TKT-0006635,CUST-001163,2024-05-15,Bug,Low,17.4,4
TKT-0006636,CUST-000660,2023-09-12,Billing,Low,32.1,2
TKT-0006637,CUST-004958,2024-04-27,Technical,Medium,51.5,4
TKT-0006638,CUST-004361,2023-05-09,Bug,Low,25.7,5
TKT-0006639,CUST-001991,2024-12-14,Technical,Low,26.8,5
TKT-0006640,CUST-000785,2023-12-19,Account,Medium,80.4,2
TKT-0006641,CUST-004887,2024-09-20,Account,Medium,42.7,5
TKT-0006642,CUST-003816,2024-11-20,Account,Low,26.8,4
TKT-0006643,CUST-002698,2024-11-09,Bug,High,82.5,4
TKT-0006644,CUST-000150,2023-01-22,Feature Request,High,63.6,4
TKT-0006645,CUST-004695,2023-04-19,Technical,Low,36.5,5
TKT-0006646,CUST-003105,2023-05-30,Billing,Medium,29.5,5
TKT-0006647,CUST-004490,2023-11-20,Feature Request,Low,29.1,4
TKT-0006648,CUST-004903,2024-09-08,Bug,Medium,74.1,4
TKT-0006649,CUST-000795,2024-08-12,Feature Request,Medium,43.8,5
TKT-0006650,CUST-003001,2024-03-12,Bug,High,51.7,5
TKT-0006651,CUST-004888,2024-06-02,Bug,High,102.6,5
TKT-0006652,CUST-003249,2023-10-13,Account,Medium,37.4,5
TKT-0006653,CUST-003548,2024-06-17,Bug,Low,37.5,4
TKT-0006654,CUST-004664,2024-12-07,Bug,Critical,124.2,4
TKT-0006655,CUST-002118,2023-07-28,Billing,High,62.1,4
TKT-0006656,CUST-004160,2023-10-03,Account,Medium,48.6,3
TKT-0006657,CUST-004255,2023-08-23,Bug,Medium,32.0,4
TKT-0006658,CUST-000243,2024-12-16,Technical,Medium,47.9,5
TKT-0006659,CUST-000338,2023-05-19,Technical,Medium,52.9,4
TKT-0006660,CUST-001273,2024-07-31,Feature Request,Low,31.6,5
TKT-0006661,CUST-000707,2024-12-02,Technical,Medium,67.3,4
TKT-0006662,CUST-002424,2024-12-05,Feature Request,High,105.5,5
TKT-0006663,CUST-002854,2024-03-28,Bug,Low,11.8,4
TKT-0006664,CUST-002055,2024-07-07,Billing,Medium,42.5,4
TKT-0006665,CUST-000798,2024-11-07,Technical,Low,23.5,3
TKT-0006666,CUST-002945,2024-03-12,Bug,Medium,28.4,4
TKT-0006667,CUST-000688,2024-10-05,Account,High,27.9,3
TKT-0006668,CUST-002242,2024-05-17,Account,Medium,76.1,4
TKT-0006669,CUST-000725,2023-03-18,Feature Request,Low,31.8,2
TKT-0006670,CUST-004820,2023-12-10,Billing,Medium,73.2,3
TKT-0006671,CUST-002007,2023-11-16,Billing,Medium,35.5,5
TKT-0006672,CUST-003847,2024-11-03,Bug,Medium,42.1,5
TKT-0006673,CUST-004539,2023-07-08,Feature Request,Medium,37.1,3
TKT-0006674,CUST-003679,2024-08-03,Bug,High,52.8,3
TKT-0006675,CUST-002187,2024-12-07,Feature Request,Medium,54.3,5
TKT-0006676,CUST-003521,2023-12-14,Technical,Medium,51.3,4
TKT-0006677,CUST-001997,2024-11-20,Billing,Low,21.3,5
TKT-0006678,CUST-000100,2024-09-27,Feature Request,Medium,34.2,3
TKT-0006679,CUST-001190,2024-09-01,Technical,High,46.0,3
TKT-0006680,CUST-003840,2023-11-28,Billing,Low,18.3,4
TKT-0006681,CUST-002363,2024-05-11,Bug,Low,21.0,2
TKT-0006682,CUST-004555,2023-03-25,Bug,Medium,50.9,5
TKT-0006683,CUST-004921,2024-08-18,Technical,Low,28.3,5
TKT-0006684,CUST-004316,2023-11-06,Bug,High,106.6,2
TKT-0006685,CUST-003540,2024-03-25,Technical,Medium,17.8,5
TKT-0006686,CUST-001665,2024-11-18,Account,High,143.4,5
TKT-0006687,CUST-003432,2024-11-01,Bug,Medium,64.2,4
TKT-0006688,CUST-004565,2024-05-23,Feature Request,Medium,50.6,4
TKT-0006689,CUST-001547,2023-02-22,Technical,Medium,77.6,5
TKT-0006690,CUST-000315,2023-02-15,Feature Request,Medium,46.0,5
TKT-0006691,CUST-000460,2024-04-23,Feature Request,Medium,49.2,3
TKT-0006692,CUST-003791,2023-04-01,Bug,Low,18.2,4
TKT-0006693,CUST-000606,2024-09-06,Bug,Low,26.7,5
TKT-0006694,CUST-001529,2023-03-27,Technical,Low,24.1,4
TKT-0006695,CUST-004565,2024-10-21,Account,Low,24.3,4
TKT-0006696,CUST-003239,2024-12-22,Bug,Low,30.2,5
TKT-0006697,CUST-001839,2023-02-18,Billing,High,70.6,5
TKT-0006698,CUST-002531,2023-08-26,Technical,Low,25.7,2
TKT-0006699,CUST-000877,2024-01-11,Billing,Low,10.6,3
TKT-0006700,CUST-000154,2023-07-13,Feature Request,Low,27.5,4
TKT-0006701,CUST-003769,2023-08-13,Feature Request,Medium,73.6,5
TKT-0006702,CUST-000467,2024-02-16,Bug,Low,33.3,4
TKT-0006703,CUST-003847,2023-08-17,Bug,High,53.4,3
TKT-0006704,CUST-003596,2023-12-24,Billing,Low,27.3,5
TKT-0006705,CUST-003870,2024-10-01,Billing,High,58.2,4
TKT-0006706,CUST-002093,2023-06-02,Account,High,22.3,4
TKT-0006707,CUST-003085,2023-04-28,Technical,Medium,57.6,5
TKT-0006708,CUST-002790,2024-10-02,Bug,Medium,66.6,4
TKT-0006709,CUST-002743,2024-04-26,Bug,Low,9.5,3
TKT-0006710,CUST-003161,2023-07-03,Bug,Low,14.8,3
TKT-0006711,CUST-001042,2023-07-26,Feature Request,Medium,51.4,3
TKT-0006712,CUST-000572,2023-09-30,Technical,High,105.1,4
TKT-0006713,CUST-003968,2023-01-12,Bug,Low,19.9,4
TKT-0006714,CUST-001943,2023-12-13,Bug,Medium,54.2,5
TKT-0006715,CUST-001667,2024-10-08,Bug,Medium,42.1,5
TKT-0006716,CUST-001073,2023-03-30,Billing,Medium,57.6,4
TKT-0006717,CUST-001021,2024-01-17,Billing,High,75.1,5
TKT-0006718,CUST-001626,2023-11-25,Account,Medium,24.7,4
TKT-0006719,CUST-002092,2024-06-29,Account,Medium,20.8,4
TKT-0006720,CUST-004596,2024-07-10,Account,Medium,41.1,5
TKT-0006721,CUST-004506,2024-10-23,Account,High,46.7,5
TKT-0006722,CUST-002025,2024-03-20,Bug,Low,17.5,4
TKT-0006723,CUST-000764,2024-03-06,Feature Request,Medium,73.8,3
TKT-0006724,CUST-003571,2023-09-11,Bug,High,50.1,4
TKT-0006725,CUST-004181,2023-04-23,Technical,Medium,18.0,4
TKT-0006726,CUST-004141,2024-11-05,Billing,Medium,21.5,4
TKT-0006727,CUST-000886,2024-10-26,Account,High,38.4,4
TKT-0006728,CUST-001233,2023-10-06,Feature Request,Medium,44.7,2
TKT-0006729,CUST-002730,2024-11-13,Technical,High,106.5,4
TKT-0006730,CUST-003595,2023-08-15,Bug,High,68.5,4
TKT-0006731,CUST-001105,2024-07-08,Bug,High,41.9,5
TKT-0006732,CUST-001744,2024-04-22,Technical,High,81.2,4
TKT-0006733,CUST-004599,2023-02-27,Bug,High,82.1,1
TKT-0006734,CUST-002085,2024-01-20,Feature Request,Medium,44.4,4
TKT-0006735,CUST-001137,2023-04-23,Bug,Medium,75.2,3
TKT-0006736,CUST-000979,2023-03-07,Feature Request,High,25.8,4
TKT-0006737,CUST-000404,2023-12-18,Bug,Low,22.2,4
TKT-0006738,CUST-000486,2023-11-08,Bug,Low,10.4,3
TKT-0006739,CUST-003062,2023-05-30,Account,Critical,136.6,4
TKT-0006740,CUST-003853,2023-04-29,Account,Medium,54.3,4
TKT-0006741,CUST-002958,2023-04-26,Account,Medium,24.0,4
TKT-0006742,CUST-002062,2024-12-14,Account,Low,33.4,5
TKT-0006743,CUST-004598,2024-06-18,Billing,Medium,46.9,4
TKT-0006744,CUST-004938,2024-05-27,Billing,High,63.8,2
TKT-0006745,CUST-004156,2024-09-27,Bug,Critical,118.1,3
TKT-0006746,CUST-001098,2023-12-13,Billing,Medium,46.5,4
TKT-0006747,CUST-001384,2024-09-18,Technical,High,62.6,3
TKT-0006748,CUST-000414,2023-09-20,Bug,Medium,14.4,4
TKT-0006749,CUST-001710,2024-09-03,Account,High,76.5,4
TKT-0006750,CUST-002321,2024-12-27,Bug,Low,32.8,4
TKT-0006751,CUST-001130,2023-04-28,Bug,Medium,55.3,5
TKT-0006752,CUST-002958,2024-09-30,Account,High,53.3,3
TKT-0006753,CUST-002802,2023-06-01,Feature Request,Medium,62.5,1
TKT-0006754,CUST-001443,2024-12-28,Feature Request,Medium,58.2,5
TKT-0006755,CUST-004970,2024-01-31,Billing,Medium,21.0,3
TKT-0006756,CUST-002523,2023-11-30,Account,Low,20.9,5
TKT-0006757,CUST-004409,2024-11-18,Technical,Low,22.6,3
TKT-0006758,CUST-004856,2024-08-17,Feature Request,Low,35.4,2
TKT-0006759,CUST-003702,2023-12-10,Billing,Medium,71.7,2
TKT-0006760,CUST-003097,2023-05-01,Billing,High,86.6,4
TKT-0006761,CUST-001680,2024-05-02,Feature Request,Low,18.1,5
TKT-0006762,CUST-000766,2023-07-30,Account,Medium,43.3,5
TKT-0006763,CUST-003250,2023-08-27,Feature Request,Low,36.7,5
TKT-0006764,CUST-003443,2024-02-08,Feature Request,Low,19.7,4
TKT-0006765,CUST-001151,2024-10-31,Bug,Medium,18.7,3
TKT-0006766,CUST-002922,2024-02-04,Billing,High,42.3,4
TKT-0006767,CUST-003445,2024-03-09,Technical,High,63.1,5
TKT-0006768,CUST-000871,2023-11-09,Feature Request,Medium,50.3,5
TKT-0006769,CUST-000271,2024-07-15,Technical,High,94.4,5
TKT-0006770,CUST-003198,2023-05-03,Billing,Low,25.1,5
TKT-0006771,CUST-000589,2023-10-13,Billing,Low,28.6,5
TKT-0006772,CUST-002798,2023-08-17,Billing,Low,32.0,5
TKT-0006773,CUST-003781,2023-04-01,Feature Request,Medium,47.5,5
TKT-0006774,CUST-003330,2023-08-12,Account,Medium,37.3,5
TKT-0006775,CUST-003236,2024-04-06,Account,High,90.8,5
TKT-0006776,CUST-002267,2023-09-28,Bug,Medium,63.8,5
TKT-0006777,CUST-003099,2023-01-24,Technical,Medium,66.3,5
TKT-0006778,CUST-001349,2023-01-01,Bug,Low,32.9,4
TKT-0006779,CUST-000645,2024-12-17,Account,High,84.4,4
TKT-0006780,CUST-000077,2023-04-06,Account,Medium,60.4,4
TKT-0006781,CUST-004625,2024-08-03,Account,Medium,39.2,4
TKT-0006782,CUST-000877,2024-07-13,Billing,Medium,37.7,5
TKT-0006783,CUST-003489,2023-03-01,Technical,Medium,40.8,4
TKT-0006784,CUST-001319,2023-04-30,Bug,High,51.3,5
TKT-0006785,CUST-004296,2023-04-21,Account,Medium,70.0,4
TKT-0006786,CUST-003780,2023-01-05,Feature Request,Low,30.4,4
TKT-0006787,CUST-004328,2024-02-24,Billing,High,65.4,4
TKT-0006788,CUST-003908,2023-09-11,Account,Medium,25.6,4
TKT-0006789,CUST-003903,2024-07-22,Bug,Medium,33.8,4
TKT-0006790,CUST-001524,2023-06-18,Bug,Low,14.6,5
TKT-0006791,CUST-001729,2023-07-05,Bug,Medium,61.3,5
TKT-0006792,CUST-003523,2023-10-08,Feature Request,Medium,46.3,4
TKT-0006793,CUST-001638,2023-10-05,Feature Request,Medium,36.7,4
TKT-0006794,CUST-004437,2023-08-29,Bug,Medium,43.7,4
TKT-0006795,CUST-000283,2023-06-12,Feature Request,Low,40.1,5
TKT-0006796,CUST-001115,2024-01-29,Technical,Medium,38.8,4
TKT-0006797,CUST-004995,2023-12-22,Account,Medium,44.2,4
TKT-0006798,CUST-004046,2023-09-29,Account,Medium,42.0,4
TKT-0006799,CUST-004894,2024-08-05,Feature Request,Low,18.2,5
TKT-0006800,CUST-004090,2023-11-18,Billing,Low,17.2,5
TKT-0006801,CUST-001096,2023-03-24,Feature Request,Critical,113.4,5
TKT-0006802,CUST-003913,2024-11-13,Feature Request,Medium,42.5,4
TKT-0006803,CUST-004186,2024-06-10,Feature Request,Low,18.9,4
TKT-0006804,CUST-004561,2024-09-14,Account,Medium,27.2,4
TKT-0006805,CUST-001285,2024-10-02,Billing,Medium,20.7,3
TKT-0006806,CUST-000363,2024-11-03,Feature Request,Medium,67.0,3
TKT-0006807,CUST-004437,2024-05-28,Bug,Low,35.3,5
TKT-0006808,CUST-004201,2023-05-04,Technical,Medium,59.9,4
TKT-0006809,CUST-003575,2024-10-19,Feature Request,High,58.1,4
TKT-0006810,CUST-002279,2024-08-16,Feature Request,Medium,49.9,3
TKT-0006811,CUST-002708,2024-05-13,Feature Request,Medium,56.2,1
TKT-0006812,CUST-003663,2024-05-27,Feature Request,High,57.5,4
TKT-0006813,CUST-002080,2024-10-31,Technical,Medium,40.8,4
TKT-0006814,CUST-002788,2024-11-10,Account,Medium,24.2,4
TKT-0006815,CUST-002360,2023-12-05,Account,Medium,43.9,4
TKT-0006816,CUST-002553,2023-11-30,Billing,Medium,41.8,3
TKT-0006817,CUST-003163,2023-03-08,Bug,High,67.8,4
TKT-0006818,CUST-000521,2024-04-05,Feature Request,Medium,50.5,5
TKT-0006819,CUST-003664,2024-09-04,Technical,Critical,172.1,5
TKT-0006820,CUST-004458,2023-04-26,Account,Low,31.9,4
TKT-0006821,CUST-001690,2023-12-21,Billing,Medium,45.9,4
TKT-0006822,CUST-004276,2023-10-19,Technical,Medium,40.6,1
TKT-0006823,CUST-003762,2023-09-02,Feature Request,Low,16.7,5
TKT-0006824,CUST-004724,2024-02-15,Technical,Low,22.4,5
TKT-0006825,CUST-002583,2024-08-16,Billing,Medium,39.6,5
TKT-0006826,CUST-003970,2024-07-25,Feature Request,Critical,101.4,5
TKT-0006827,CUST-000031,2023-02-11,Account,High,41.3,5
TKT-0006828,CUST-003389,2024-10-18,Account,Medium,23.0,5
TKT-0006829,CUST-002509,2023-08-07,Account,Low,17.0,4
TKT-0006830,CUST-002285,2023-10-04,Account,Low,26.7,5
TKT-0006831,CUST-002406,2024-01-11,Technical,Medium,29.2,3
TKT-0006832,CUST-001381,2024-09-08,Bug,Medium,57.7,4
TKT-0006833,CUST-003262,2024-12-31,Account,Medium,31.4,4
TKT-0006834,CUST-000228,2023-09-20,Technical,Medium,59.1,5
TKT-0006835,CUST-004109,2024-06-30,Feature Request,Medium,40.0,5
TKT-0006836,CUST-002324,2024-08-31,Feature Request,High,98.1,3
TKT-0006837,CUST-003849,2023-07-29,Bug,Medium,56.3,5
TKT-0006838,CUST-004710,2023-01-30,Billing,Low,24.6,4
TKT-0006839,CUST-002991,2023-10-18,Technical,Medium,50.5,3
TKT-0006840,CUST-002600,2024-09-23,Bug,High,77.0,3
TKT-0006841,CUST-002880,2023-10-07,Technical,Medium,30.2,4
TKT-0006842,CUST-004761,2023-02-20,Bug,High,63.3,5
TKT-0006843,CUST-004367,2024-06-21,Bug,High,79.2,4
TKT-0006844,CUST-002471,2023-02-17,Billing,Low,27.6,4
TKT-0006845,CUST-003468,2024-09-14,Account,Medium,43.1,4
TKT-0006846,CUST-001654,2023-03-13,Account,Medium,85.5,3
TKT-0006847,CUST-000878,2023-02-04,Billing,Medium,84.6,4
TKT-0006848,CUST-001991,2023-01-06,Feature Request,Low,29.0,4
TKT-0006849,CUST-002520,2024-03-02,Bug,Low,31.1,4
TKT-0006850,CUST-003892,2024-08-23,Billing,Medium,69.0,3
TKT-0006851,CUST-002215,2023-11-30,Account,High,72.3,1
TKT-0006852,CUST-000223,2024-02-15,Technical,Low,28.7,2
TKT-0006853,CUST-001253,2024-09-19,Account,Low,19.8,4
TKT-0006854,CUST-002721,2024-07-07,Technical,Low,26.2,5
TKT-0006855,CUST-004897,2023-04-06,Account,Low,18.8,3
TKT-0006856,CUST-001894,2024-09-09,Bug,Medium,53.8,1
TKT-0006857,CUST-003259,2024-07-02,Technical,Medium,39.2,4
TKT-0006858,CUST-004374,2024-12-19,Account,High,113.1,4
TKT-0006859,CUST-000850,2023-08-10,Bug,Low,18.5,4
TKT-0006860,CUST-001163,2023-07-12,Billing,Low,31.8,4
TKT-0006861,CUST-003674,2023-07-15,Technical,High,39.5,4
TKT-0006862,CUST-000458,2023-03-29,Account,Medium,36.7,4
TKT-0006863,CUST-003686,2024-02-12,Technical,Medium,46.9,5
TKT-0006864,CUST-000908,2024-04-26,Feature Request,High,67.0,5
TKT-0006865,CUST-003808,2024-08-26,Technical,Low,38.2,4
TKT-0006866,CUST-002855,2023-06-22,Bug,Medium,47.6,4
TKT-0006867,CUST-002401,2024-02-03,Account,Medium,22.0,5
TKT-0006868,CUST-002381,2024-01-30,Account,Medium,38.7,3
TKT-0006869,CUST-001652,2023-10-22,Technical,Low,16.1,4
TKT-0006870,CUST-001205,2023-01-18,Account,Medium,40.6,5
TKT-0006871,CUST-004815,2024-12-17,Billing,Medium,44.4,2
TKT-0006872,CUST-003921,2023-09-01,Technical,High,96.1,3
TKT-0006873,CUST-001655,2024-12-25,Feature Request,Medium,76.8,4
TKT-0006874,CUST-004717,2023-02-19,Feature Request,High,77.8,3
TKT-0006875,CUST-004569,2024-04-02,Account,Medium,50.0,4
TKT-0006876,CUST-004608,2023-12-22,Technical,Low,26.3,4
TKT-0006877,CUST-004260,2023-01-03,Feature Request,High,92.5,2
TKT-0006878,CUST-004522,2023-12-11,Billing,Low,34.2,5
TKT-0006879,CUST-002040,2024-07-31,Bug,Critical,150.3,4
TKT-0006880,CUST-000522,2024-08-11,Bug,Medium,52.9,4
TKT-0006881,CUST-001935,2024-08-03,Feature Request,Medium,63.4,4
TKT-0006882,CUST-002695,2023-01-28,Technical,Medium,52.7,5
TKT-0006883,CUST-003601,2024-11-02,Feature Request,High,74.6,4
TKT-0006884,CUST-000847,2024-03-16,Bug,Low,29.3,4
TKT-0006885,CUST-004548,2023-10-12,Account,Medium,56.3,1
TKT-0006886,CUST-003237,2023-01-22,Feature Request,Low,14.8,3
TKT-0006887,CUST-002186,2024-06-12,Account,Medium,44.0,1
TKT-0006888,CUST-004051,2023-04-29,Feature Request,Low,19.9,3
TKT-0006889,CUST-000552,2023-03-03,Account,Medium,52.5,4
TKT-0006890,CUST-000979,2024-01-20,Technical,Low,31.3,4
TKT-0006891,CUST-004682,2024-04-03,Billing,Medium,63.8,4
TKT-0006892,CUST-000712,2023-04-23,Technical,Medium,39.7,5
TKT-0006893,CUST-002006,2023-02-28,Technical,High,42.6,4
TKT-0006894,CUST-001831,2024-08-12,Feature Request,Medium,98.5,4
TKT-0006895,CUST-004216,2023-04-18,Feature Request,Medium,45.2,4
TKT-0006896,CUST-000967,2024-03-28,Technical,High,60.9,4
TKT-0006897,CUST-002852,2024-09-30,Technical,High,82.1,3
TKT-0006898,CUST-003789,2024-01-20,Account,Medium,38.3,4
TKT-0006899,CUST-003800,2024-01-14,Feature Request,High,99.0,5
TKT-0006900,CUST-003534,2023-04-11,Bug,Medium,38.4,4
TKT-0006901,CUST-004761,2023-01-19,Bug,High,41.4,3
TKT-0006902,CUST-000141,2023-11-30,Account,Low,14.7,5
TKT-0006903,CUST-000938,2024-09-11,Account,Medium,40.0,3
TKT-0006904,CUST-002883,2023-06-16,Feature Request,Critical,99.5,4
TKT-0006905,CUST-002074,2023-01-27,Bug,Medium,44.9,1
TKT-0006906,CUST-003980,2024-07-07,Technical,Low,21.1,4
TKT-0006907,CUST-001098,2024-01-27,Account,Medium,52.5,1
TKT-0006908,CUST-004071,2023-12-03,Bug,Medium,60.0,4
TKT-0006909,CUST-003445,2023-08-09,Bug,Medium,41.5,5
TKT-0006910,CUST-003967,2024-05-25,Account,Low,34.4,4
TKT-0006911,CUST-001009,2023-10-24,Bug,High,106.8,4
TKT-0006912,CUST-004989,2024-08-16,Feature Request,Medium,71.7,5
TKT-0006913,CUST-000207,2023-10-06,Account,High,27.4,5
TKT-0006914,CUST-001712,2023-12-29,Bug,Low,28.9,4
TKT-0006915,CUST-003473,2024-12-08,Bug,Medium,53.5,4
TKT-0006916,CUST-002083,2024-01-01,Feature Request,Low,19.9,4
TKT-0006917,CUST-002726,2024-12-30,Technical,Medium,58.2,3
TKT-0006918,CUST-000707,2024-06-29,Bug,Low,20.2,5
TKT-0006919,CUST-001676,2023-07-20,Feature Request,Low,20.9,5
TKT-0006920,CUST-001979,2024-08-31,Account,Medium,44.8,3
TKT-0006921,CUST-002982,2023-07-12,Feature Request,Low,30.7,4
TKT-0006922,CUST-003812,2023-03-29,Billing,High,34.9,5
TKT-0006923,CUST-000558,2024-06-21,Bug,Medium,43.0,4
TKT-0006924,CUST-000571,2024-01-09,Billing,High,95.7,3
TKT-0006925,CUST-001246,2024-03-21,Feature Request,Medium,73.8,3
TKT-0006926,CUST-004883,2024-01-30,Technical,Low,22.2,3
TKT-0006927,CUST-000877,2023-12-07,Billing,Medium,35.0,3
TKT-0006928,CUST-002068,2023-09-20,Feature Request,Medium,49.2,5
TKT-0006929,CUST-001794,2024-08-01,Feature Request,Medium,22.2,5
TKT-0006930,CUST-003900,2023-09-09,Bug,Medium,65.7,4
TKT-0006931,CUST-001586,2023-09-19,Billing,Medium,56.4,3
TKT-0006932,CUST-002342,2024-04-18,Bug,High,63.5,4
TKT-0006933,CUST-002802,2024-06-06,Technical,Medium,24.5,1
TKT-0006934,CUST-002400,2023-04-19,Technical,Low,33.8,2
TKT-0006935,CUST-004633,2023-06-01,Billing,Medium,30.0,1
TKT-0006936,CUST-004564,2024-02-25,Feature Request,Medium,30.0,5
TKT-0006937,CUST-003075,2024-06-13,Feature Request,Low,35.2,4
TKT-0006938,CUST-001015,2024-07-15,Feature Request,Medium,49.6,5
TKT-0006939,CUST-003185,2024-06-10,Technical,Medium,59.1,4
TKT-0006940,CUST-004173,2023-05-08,Technical,Low,25.5,5
TKT-0006941,CUST-002351,2023-01-08,Feature Request,Medium,67.5,2
TKT-0006942,CUST-003990,2024-04-25,Technical,High,55.7,5
TKT-0006943,CUST-000924,2024-10-04,Account,Medium,47.2,4
TKT-0006944,CUST-001311,2024-10-07,Technical,High,69.9,4
TKT-0006945,CUST-004231,2024-07-25,Billing,High,43.5,4
TKT-0006946,CUST-000674,2024-01-20,Bug,High,81.7,5
TKT-0006947,CUST-000873,2024-12-22,Feature Request,Medium,59.7,5
TKT-0006948,CUST-002907,2024-10-04,Billing,Medium,44.2,4
TKT-0006949,CUST-004278,2024-11-18,Account,High,63.7,5
TKT-0006950,CUST-004171,2023-09-02,Account,Medium,55.4,5
TKT-0006951,CUST-002245,2023-06-30,Bug,Medium,33.8,5
TKT-0006952,CUST-001809,2023-03-02,Account,High,57.4,5
TKT-0006953,CUST-000609,2023-03-24,Billing,Low,28.0,2
TKT-0006954,CUST-004163,2024-09-04,Billing,Medium,46.3,4
TKT-0006955,CUST-000148,2024-04-20,Bug,Low,16.5,4
TKT-0006956,CUST-001000,2023-02-10,Bug,Medium,55.1,4
TKT-0006957,CUST-002479,2024-10-05,Feature Request,Low,24.5,3
TKT-0006958,CUST-003805,2023-08-12,Feature Request,Medium,56.8,4
TKT-0006959,CUST-000291,2023-01-24,Feature Request,High,131.8,1
TKT-0006960,CUST-000582,2024-05-17,Technical,Medium,17.6,4
TKT-0006961,CUST-003767,2024-10-04,Billing,Medium,54.3,2
TKT-0006962,CUST-004338,2024-06-21,Technical,Medium,51.2,2
TKT-0006963,CUST-002095,2023-05-04,Account,Low,24.3,4
TKT-0006964,CUST-003228,2024-04-20,Bug,High,60.9,5
TKT-0006965,CUST-000676,2024-03-09,Feature Request,Low,21.7,4
TKT-0006966,CUST-003556,2023-05-12,Billing,Low,26.9,4
TKT-0006967,CUST-000432,2023-09-13,Account,Low,24.0,2
TKT-0006968,CUST-002283,2023-06-26,Account,Medium,42.6,5
TKT-0006969,CUST-002535,2023-12-01,Technical,Low,36.0,3
TKT-0006970,CUST-000971,2023-12-10,Account,High,85.6,4
TKT-0006971,CUST-003115,2024-06-27,Bug,High,49.6,5
TKT-0006972,CUST-002151,2024-07-11,Bug,Medium,50.6,5
TKT-0006973,CUST-004468,2023-04-27,Account,Low,22.9,4
TKT-0006974,CUST-000820,2023-03-28,Billing,High,97.2,4
TKT-0006975,CUST-001271,2024-10-24,Bug,Low,28.2,4
TKT-0006976,CUST-001570,2024-09-28,Feature Request,High,54.2,4
TKT-0006977,CUST-000301,2024-10-27,Feature Request,High,65.8,5
TKT-0006978,CUST-004758,2023-04-30,Billing,High,84.6,5
TKT-0006979,CUST-002276,2023-06-19,Technical,Medium,30.0,3
TKT-0006980,CUST-001022,2024-03-26,Technical,High,102.0,3
TKT-0006981,CUST-003073,2024-04-19,Billing,High,93.9,5
TKT-0006982,CUST-004645,2024-03-04,Account,Low,23.9,4
TKT-0006983,CUST-002526,2023-04-11,Bug,Medium,44.8,5
TKT-0006984,CUST-004212,2024-01-07,Feature Request,Medium,72.2,4
TKT-0006985,CUST-002507,2023-04-08,Technical,Low,29.0,5
TKT-0006986,CUST-000076,2024-07-12,Bug,High,80.5,3
TKT-0006987,CUST-004575,2023-01-31,Technical,Medium,68.1,1
TKT-0006988,CUST-001368,2024-04-05,Bug,High,90.2,4
TKT-0006989,CUST-004505,2024-05-29,Feature Request,Medium,42.3,2
TKT-0006990,CUST-004528,2023-09-30,Feature Request,Medium,54.4,5
TKT-0006991,CUST-000976,2023-11-15,Billing,High,53.1,4
TKT-0006992,CUST-000098,2023-05-10,Bug,Low,17.7,3
TKT-0006993,CUST-000210,2023-09-27,Bug,Low,24.5,5
TKT-0006994,CUST-002566,2024-02-03,Account,Medium,62.0,5
TKT-0006995,CUST-004368,2024-04-24,Technical,Medium,67.2,5
TKT-0006996,CUST-003147,2024-03-21,Bug,Medium,30.3,3
TKT-0006997,CUST-004767,2024-12-17,Technical,Medium,77.8,5
TKT-0006998,CUST-002943,2023-01-20,Feature Request,High,92.3,3
TKT-0006999,CUST-000945,2023-03-04,Bug,Critical,114.3,4
TKT-0007000,CUST-004810,2023-09-18,Feature Request,High,21.4,4
TKT-0007001,CUST-000578,2024-11-05,Technical,High,93.0,5
TKT-0007002,CUST-000601,2023-05-23,Billing,High,50.8,3
