transaction_id,customer_id,transaction_date,transaction_type,amount
TXN-00023628,CUST-004552,2023-10-28,Upgrade,766.77
TXN-00023629,CUST-004759,2023-09-06,Subscription,49.18
TXN-00023630,CUST-003873,2024-01-20,Renewal,147.9
TXN-00023631,CUST-003422,2023-11-22,Upgrade,82.16
TXN-00023632,CUST-004504,2023-05-17,Add-on,220.84
TXN-00023633,CUST-000855,2024-12-07,Add-on,21.33
TXN-00023634,CUST-000533,2023-11-12,Subscription,151.56
TXN-00023635,CUST-003405,2023-02-13,Upgrade,68.55
TXN-00023636,CUST-001394,2023-12-27,Add-on,48.7
TXN-00023637,CUST-002914,2023-12-30,Add-on,23.2
TXN-00023638,CUST-004567,2023-08-16,Renewal,150.97
TXN-00023639,CUST-004838,2024-12-16,Subscription,53.96
TXN-00023640,CUST-003157,2024-03-11,Renewal,149.39
TXN-00023641,CUST-004088,2023-09-19,Subscription,506.31
TXN-00023642,CUST-002838,2024-05-28,Subscription,146.16
TXN-00023643,CUST-003049,2023-03-23,Renewal,498.17
TXN-00023644,CUST-003125,2024-12-17,Upgrade,68.0
TXN-00023645,CUST-001303,2024-06-29,Add-on,18.73
TXN-00023646,CUST-003606,2024-03-26,Add-on,21.93
TXN-00023647,CUST-002146,2024-01-12,Upgrade,270.29
TXN-00023648,CUST-000904,2023-10-13,Subscription,45.59
TXN-00023649,CUST-004847,2024-11-26,Add-on,47.65
TXN-00023650,CUST-002079,2023-01-17,Add-on,65.17
TXN-00023651,CUST-002030,2023-09-06,Upgrade,92.35
TXN-00023652,CUST-003558,2024-02-14,Renewal,154.85
TXN-00023653,CUST-001631,2024-12-19,Add-on,22.39
TXN-00023654,CUST-001588,2023-10-06,Subscription,48.93
TXN-00023655,CUST-004534,2024-06-06,Upgrade,179.81
TXN-00023656,CUST-004931,2024-07-13,Upgrade,283.73
TXN-00023657,CUST-003661,2023-05-31,Renewal,48.35
TXN-00023658,CUST-003116,2023-05-02,Subscription,47.56
TXN-00023659,CUST-002189,2023-12-27,Upgrade,244.88
TXN-00023660,CUST-000374,2024-08-06,Renewal,151.55
TXN-00023661,CUST-002067,2024-04-07,Renewal,47.26
TXN-00023662,CUST-003514,2024-05-25,Add-on,61.88
TXN-00023663,CUST-000701,2023-09-12,Renewal,55.26
TXN-00023664,CUST-000220,2024-06-14,Subscription,48.71
TXN-00023665,CUST-003226,2024-01-14,Renewal,146.29
TXN-00023666,CUST-000297,2023-10-11,Subscription,54.04
TXN-00023667,CUST-001278,2024-12-30,Renewal,49.71
TXN-00023668,CUST-000263,2024-02-14,Subscription,145.66
TXN-00023669,CUST-003418,2024-02-25,Add-on,61.71
TXN-00023670,CUST-003513,2023-06-05,Add-on,70.16
TXN-00023671,CUST-002072,2023-07-22,Upgrade,60.25
TXN-00023672,CUST-003601,2023-05-11,Upgrade,74.64
TXN-00023673,CUST-004794,2023-08-25,Renewal,46.79
TXN-00023674,CUST-002880,2024-03-14,Subscription,58.63
TXN-00023675,CUST-002318,2023-02-09,Renewal,151.38
TXN-00023676,CUST-003280,2024-01-26,Upgrade,93.21
TXN-00023677,CUST-003860,2024-02-17,Renewal,142.05
TXN-00023678,CUST-003046,2024-04-19,Renewal,42.75
TXN-00023679,CUST-004380,2024-09-10,Subscription,46.57
TXN-00023680,CUST-000850,2024-10-01,Upgrade,274.92
TXN-00023681,CUST-003125,2024-06-25,Renewal,54.45
TXN-00023682,CUST-001529,2024-02-22,Add-on,12.03
TXN-00023683,CUST-003596,2023-10-18,Renewal,153.04
TXN-00023684,CUST-000485,2024-08-22,Subscription,152.49
TXN-00023685,CUST-000113,2023-03-17,Renewal,145.54
TXN-00023686,CUST-004692,2023-05-13,Add-on,13.63
TXN-00023687,CUST-003434,2024-01-17,Upgrade,873.66
TXN-00023688,CUST-004282,2024-08-18,Subscription,497.21
TXN-00023689,CUST-002852,2023-11-14,Upgrade,270.32
TXN-00023690,CUST-001651,2024-08-03,Subscription,53.27
TXN-00023691,CUST-002848,2024-05-11,Renewal,59.87
TXN-00023692,CUST-000641,2024-11-13,Add-on,64.26
TXN-00023693,CUST-002486,2023-06-28,Subscription,144.67
TXN-00023694,CUST-004557,2023-05-19,Renewal,53.2
TXN-00023695,CUST-001199,2023-02-21,Renewal,46.5
TXN-00023696,CUST-003920,2023-09-20,Upgrade,203.29
TXN-00023697,CUST-001054,2023-07-10,Renewal,40.85
TXN-00023698,CUST-001370,2024-09-11,Renewal,146.19
TXN-00023699,CUST-004819,2024-06-21,Upgrade,59.44
TXN-00023700,CUST-004233,2024-02-01,Subscription,500.87
TXN-00023701,CUST-004534,2023-07-08,Add-on,33.89
TXN-00023702,CUST-003195,2023-06-19,Subscription,59.86
TXN-00023703,CUST-004874,2024-02-25,Renewal,58.51
TXN-00023704,CUST-002145,2024-07-31,Upgrade,953.79
TXN-00023705,CUST-002810,2024-09-26,Upgrade,68.96
TXN-00023706,CUST-000729,2023-05-12,Subscription,45.97
TXN-00023707,CUST-002842,2023-01-12,Subscription,47.86
TXN-00023708,CUST-004108,2024-01-29,Renewal,153.84
TXN-00023709,CUST-001446,2024-03-02,Renewal,152.89
TXN-00023710,CUST-001312,2024-02-12,Renewal,139.64
TXN-00023711,CUST-003714,2023-03-16,Add-on,11.88
TXN-00023712,CUST-002526,2024-04-09,Renewal,151.84
TXN-00023713,CUST-000167,2024-08-05,Add-on,12.84
TXN-00023714,CUST-004451,2024-08-20,Renewal,47.52
TXN-00023715,CUST-003284,2024-02-22,Add-on,7.87
TXN-00023716,CUST-001943,2023-07-01,Subscription,140.41
TXN-00023717,CUST-003041,2023-07-13,Subscription,496.24
TXN-00023718,CUST-002676,2023-12-20,Upgrade,239.88
TXN-00023719,CUST-002492,2024-01-22,Add-on,17.5
TXN-00023720,CUST-004648,2024-09-16,Add-on,15.82
TXN-00023721,CUST-004078,2024-08-27,Upgrade,272.7
TXN-00023722,CUST-002925,2024-09-07,Subscription,510.91
TXN-00023723,CUST-001529,2024-11-04,Renewal,39.89
TXN-00023724,CUST-003200,2023-06-08,Add-on,7.59
TXN-00023725,CUST-002114,2024-08-25,Add-on,13.47
TXN-00023726,CUST-000289,2024-09-09,Subscription,46.08
TXN-00023727,CUST-000453,2024-07-15,Add-on,8.36
TXN-00023728,CUST-004218,2023-09-11,Renewal,498.95
TXN-00023729,CUST-000728,2023-08-09,Subscription,43.42
TXN-00023730,CUST-004051,2023-11-25,Renewal,146.69
TXN-00023731,CUST-004125,2024-07-20,Subscription,52.8
TXN-00023732,CUST-004201,2024-05-03,Add-on,174.57
TXN-00023733,CUST-000364,2024-02-14,Upgrade,244.3
TXN-00023734,CUST-003784,2024-07-23,Add-on,65.24
TXN-00023735,CUST-001510,2024-06-11,Subscription,147.2
TXN-00023736,CUST-001074,2024-04-20,Upgrade,68.08
TXN-00023737,CUST-000580,2024-12-28,Renewal,51.74
TXN-00023738,CUST-002119,2024-05-22,Upgrade,218.57
TXN-00023739,CUST-001753,2024-04-06,Renewal,48.95
TXN-00023740,CUST-004026,2024-09-17,Renewal,47.37
TXN-00023741,CUST-002760,2023-07-11,Add-on,9.46
TXN-00023742,CUST-000447,2024-01-17,Add-on,19.57
TXN-00023743,CUST-002810,2024-03-20,Add-on,22.94
TXN-00023744,CUST-000541,2023-01-13,Renewal,43.15
TXN-00023745,CUST-000445,2023-11-05,Renewal,50.52
TXN-00023746,CUST-001749,2023-05-05,Subscription,506.87
TXN-00023747,CUST-000366,2023-09-10,Add-on,124.45
TXN-00023748,CUST-003033,2023-09-18,Subscription,48.02
TXN-00023749,CUST-000927,2024-06-21,Add-on,62.87
TXN-00023750,CUST-000935,2023-06-26,Upgrade,70.99
TXN-00023751,CUST-004366,2023-02-20,Add-on,67.94
TXN-00023752,CUST-002207,2024-06-19,Subscription,40.72
TXN-00023753,CUST-000432,2023-09-15,Add-on,7.77
TXN-00023754,CUST-002789,2024-09-14,Renewal,49.02
TXN-00023755,CUST-001306,2023-09-10,Upgrade,95.22
TXN-00023756,CUST-004829,2023-04-08,Renewal,145.77
TXN-00023757,CUST-002740,2023-12-02,Subscription,48.17
TXN-00023758,CUST-001140,2023-07-24,Upgrade,195.56
TXN-00023759,CUST-004128,2024-09-09,Add-on,20.59
TXN-00023760,CUST-001972,2024-06-24,Add-on,61.83
TXN-00023761,CUST-002430,2023-07-14,Upgrade,218.15
TXN-00023762,CUST-000701,2024-09-05,Upgrade,71.87
TXN-00023763,CUST-003859,2023-03-28,Upgrade,289.08
TXN-00023764,CUST-001353,2023-06-08,Subscription,49.76
TXN-00023765,CUST-002453,2023-05-10,Upgrade,83.91
TXN-00023766,CUST-003086,2024-02-17,Upgrade,289.71
TXN-00023767,CUST-003283,2023-01-11,Renewal,502.97
TXN-00023768,CUST-001845,2023-01-31,Renewal,494.72
TXN-00023769,CUST-004296,2023-01-05,Upgrade,636.23
TXN-00023770,CUST-003519,2023-03-10,Add-on,17.94
TXN-00023771,CUST-002329,2023-10-24,Upgrade,75.7
TXN-00023772,CUST-003700,2023-11-01,Add-on,16.79
TXN-00023773,CUST-001554,2023-02-20,Add-on,6.55
TXN-00023774,CUST-002520,2024-10-30,Subscription,48.91
TXN-00023775,CUST-003209,2024-11-05,Renewal,39.83
TXN-00023776,CUST-004314,2024-12-16,Renewal,43.86
TXN-00023777,CUST-001920,2024-04-22,Renewal,47.46
TXN-00023778,CUST-003095,2024-02-13,Upgrade,296.0
TXN-00023779,CUST-002530,2023-05-31,Add-on,5.95
TXN-00023780,CUST-002829,2024-09-23,Renewal,154.17
TXN-00023781,CUST-000232,2023-03-10,Upgrade,69.69
TXN-00023782,CUST-003239,2023-11-09,Upgrade,227.31
TXN-00023783,CUST-001934,2024-10-29,Add-on,6.55
TXN-00023784,CUST-004829,2024-11-08,Add-on,36.33
TXN-00023785,CUST-004187,2023-08-21,Upgrade,220.23
TXN-00023786,CUST-003670,2023-02-04,Renewal,152.26
TXN-00023787,CUST-004777,2023-10-19,Renewal,150.06
TXN-00023788,CUST-002878,2024-07-31,Upgrade,59.38
TXN-00023789,CUST-002040,2023-03-14,Renewal,151.57
TXN-00023790,CUST-003499,2023-08-11,Renewal,38.19
TXN-00023791,CUST-003481,2023-11-04,Upgrade,97.4
TXN-00023792,CUST-004246,2023-05-02,Renewal,500.28
TXN-00023793,CUST-002125,2023-01-18,Subscription,49.65
TXN-00023794,CUST-000860,2023-07-29,Subscription,150.56
TXN-00023795,CUST-000086,2024-06-12,Renewal,151.78
TXN-00023796,CUST-004782,2024-08-11,Subscription,56.11
TXN-00023797,CUST-003313,2024-05-22,Renewal,47.1
TXN-00023798,CUST-001118,2023-11-26,Add-on,123.01
TXN-00023799,CUST-003497,2023-06-05,Upgrade,948.76
TXN-00023800,CUST-004095,2024-10-12,Add-on,47.02
TXN-00023801,CUST-004147,2024-07-10,Add-on,10.62
TXN-00023802,CUST-003720,2024-04-26,Add-on,6.64
TXN-00023803,CUST-004986,2023-05-16,Upgrade,200.38
TXN-00023804,CUST-004786,2023-02-03,Add-on,39.75
TXN-00023805,CUST-000160,2024-08-28,Add-on,19.75
TXN-00023806,CUST-000879,2024-09-19,Subscription,47.7
TXN-00023807,CUST-001963,2024-07-07,Renewal,484.3
TXN-00023808,CUST-001365,2024-03-21,Add-on,10.35
TXN-00023809,CUST-004310,2024-10-21,Upgrade,68.6
TXN-00023810,CUST-001368,2023-12-02,Add-on,18.07
TXN-00023811,CUST-004772,2024-11-18,Renewal,41.44
TXN-00023812,CUST-003780,2024-01-28,Upgrade,86.78
TXN-00023813,CUST-003339,2023-11-01,Subscription,57.93
TXN-00023814,CUST-001610,2023-06-13,Renewal,55.88
TXN-00023815,CUST-000012,2024-11-14,Upgrade,225.46
TXN-00023816,CUST-004433,2024-12-15,Add-on,72.9
TXN-00023817,CUST-001064,2023-05-19,Add-on,69.54
TXN-00023818,CUST-001528,2023-10-31,Add-on,17.42
TXN-00023819,CUST-003352,2023-01-12,Subscription,42.5
TXN-00023820,CUST-001362,2023-12-04,Renewal,40.59
TXN-00023821,CUST-002320,2024-09-27,Upgrade,706.27
TXN-00023822,CUST-003635,2024-12-27,Add-on,13.54
TXN-00023823,CUST-003088,2024-10-26,Upgrade,232.53
TXN-00023824,CUST-002106,2023-06-04,Subscription,49.83
TXN-00023825,CUST-002723,2023-02-26,Add-on,15.24
TXN-00023826,CUST-004322,2024-06-15,Subscription,499.56
TXN-00023827,CUST-002209,2023-07-07,Add-on,9.94
TXN-00023828,CUST-000727,2023-08-28,Upgrade,79.81
TXN-00023829,CUST-003658,2023-12-11,Subscription,46.54
TXN-00023830,CUST-003140,2023-08-26,Add-on,15.39
TXN-00023831,CUST-004828,2023-02-01,Add-on,71.62
TXN-00023832,CUST-001804,2024-08-06,Add-on,14.09
TXN-00023833,CUST-001297,2024-05-11,Subscription,43.68
TXN-00023834,CUST-003552,2024-03-12,Renewal,43.2
TXN-00023835,CUST-004621,2024-03-14,Renewal,47.23
TXN-00023836,CUST-003259,2024-09-15,Renewal,152.99
TXN-00023837,CUST-002479,2023-04-15,Upgrade,873.63
TXN-00023838,CUST-004183,2024-09-29,Add-on,17.36
TXN-00023839,CUST-002253,2023-09-25,Upgrade,74.21
TXN-00023840,CUST-003205,2024-07-26,Add-on,60.87
TXN-00023841,CUST-001769,2024-09-27,Renewal,497.1
TXN-00023842,CUST-003840,2024-02-15,Add-on,24.47
TXN-00023843,CUST-000688,2023-05-09,Subscription,505.13
TXN-00023844,CUST-002102,2024-08-05,Add-on,8.86
TXN-00023845,CUST-003862,2024-07-12,Subscription,142.9
TXN-00023846,CUST-000201,2023-02-04,Add-on,6.83
TXN-00023847,CUST-004368,2024-10-26,Upgrade,294.57
TXN-00023848,CUST-000696,2024-01-14,Renewal,48.25
TXN-00023849,CUST-002226,2024-02-16,Renewal,498.44
TXN-00023850,CUST-002754,2024-06-30,Subscription,58.61
TXN-00023851,CUST-000097,2023-05-15,Upgrade,178.85
TXN-00023852,CUST-003046,2023-01-05,Add-on,12.73
TXN-00023853,CUST-000597,2023-03-29,Add-on,14.1
TXN-00023854,CUST-002638,2024-04-30,Renewal,148.16
TXN-00023855,CUST-004242,2024-11-05,Renewal,136.29
TXN-00023856,CUST-001241,2024-01-09,Renewal,498.12
TXN-00023857,CUST-003016,2023-09-09,Upgrade,197.05
TXN-00023858,CUST-002626,2024-10-05,Subscription,153.48
TXN-00023859,CUST-002132,2023-01-03,Renewal,55.93
TXN-00023860,CUST-001465,2024-04-04,Renewal,149.45
TXN-00023861,CUST-002458,2024-09-22,Renewal,46.94
TXN-00023862,CUST-002920,2024-02-23,Add-on,19.65
TXN-00023863,CUST-004596,2024-02-23,Subscription,50.72
TXN-00023864,CUST-000503,2023-04-13,Subscription,46.55
TXN-00023865,CUST-004200,2024-06-22,Subscription,153.27
TXN-00023866,CUST-001118,2024-03-16,Renewal,493.23
TXN-00023867,CUST-000559,2024-08-08,Add-on,18.02
TXN-00023868,CUST-004944,2023-12-08,Subscription,141.7
TXN-00023869,CUST-004115,2024-05-06,Add-on,10.27
TXN-00023870,CUST-002051,2023-06-06,Subscription,500.73
TXN-00023871,CUST-004237,2024-10-29,Renewal,46.71
TXN-00023872,CUST-000809,2024-10-19,Upgrade,228.45
TXN-00023873,CUST-002423,2023-10-25,Upgrade,85.98
TXN-00023874,CUST-001449,2023-01-07,Add-on,4.95
TXN-00023875,CUST-004127,2023-11-14,Renewal,48.87
TXN-00023876,CUST-000637,2023-09-11,Subscription,146.68
TXN-00023877,CUST-000047,2023-11-11,Add-on,14.44
TXN-00023878,CUST-003215,2024-05-17,Subscription,57.03
TXN-00023879,CUST-004552,2023-09-21,Add-on,94.21
TXN-00023880,CUST-004078,2023-05-04,Subscription,149.91
TXN-00023881,CUST-001904,2024-12-28,Subscription,135.77
TXN-00023882,CUST-004061,2023-06-17,Renewal,499.28
TXN-00023883,CUST-003896,2023-11-22,Subscription,50.11
TXN-00023884,CUST-000624,2023-08-19,Upgrade,253.96
TXN-00023885,CUST-003122,2023-03-16,Upgrade,297.64
TXN-00023886,CUST-001493,2024-11-03,Upgrade,60.21
TXN-00023887,CUST-000285,2023-07-18,Subscription,50.49
TXN-00023888,CUST-001992,2024-05-08,Upgrade,60.65
TXN-00023889,CUST-000372,2024-11-07,Add-on,13.57
TXN-00023890,CUST-001542,2024-09-25,Subscription,150.9
TXN-00023891,CUST-000721,2023-11-20,Upgrade,79.08
TXN-00023892,CUST-001893,2024-02-19,Subscription,498.73
TXN-00023893,CUST-003163,2023-04-10,Subscription,46.53
TXN-00023894,CUST-001271,2023-01-14,Upgrade,93.31
TXN-00023895,CUST-003799,2023-02-23,Add-on,5.46
TXN-00023896,CUST-002553,2024-05-23,Subscription,150.74
TXN-00023897,CUST-002316,2024-05-16,Subscription,500.69
TXN-00023898,CUST-004033,2024-05-22,Subscription,50.28
TXN-00023899,CUST-003429,2023-07-21,Add-on,23.11
TXN-00023900,CUST-000845,2024-10-19,Renewal,499.63
TXN-00023901,CUST-000415,2023-06-23,Add-on,9.77
TXN-00023902,CUST-001823,2023-03-17,Renewal,489.74
TXN-00023903,CUST-001184,2024-05-23,Upgrade,881.88
TXN-00023904,CUST-003496,2023-12-25,Subscription,514.27
TXN-00023905,CUST-004868,2023-03-05,Add-on,16.3
TXN-00023906,CUST-002407,2023-08-20,Add-on,72.35
TXN-00023907,CUST-003821,2024-03-05,Add-on,14.79
TXN-00023908,CUST-003385,2023-03-30,Upgrade,73.44
TXN-00023909,CUST-001966,2024-08-12,Upgrade,97.69
TXN-00023910,CUST-002481,2024-11-10,Renewal,40.95
TXN-00023911,CUST-004988,2023-07-03,Upgrade,72.67
TXN-00023912,CUST-001969,2023-02-16,Subscription,157.34
TXN-00023913,CUST-004350,2023-05-31,Add-on,191.14
TXN-00023914,CUST-001601,2024-12-12,Renewal,145.98
TXN-00023915,CUST-001926,2023-12-08,Add-on,10.27
TXN-00023916,CUST-000854,2024-09-28,Renewal,498.11
TXN-00023917,CUST-001310,2024-08-20,Add-on,69.59
TXN-00023918,CUST-000840,2024-09-03,Add-on,53.35
TXN-00023919,CUST-000492,2023-03-14,Renewal,149.59
TXN-00023920,CUST-003274,2024-08-27,Add-on,73.74
TXN-00023921,CUST-000281,2023-07-23,Add-on,176.78
TXN-00023922,CUST-003452,2024-06-12,Upgrade,87.07
TXN-00023923,CUST-001352,2024-05-10,Renewal,153.25
TXN-00023924,CUST-001663,2023-07-18,Upgrade,92.64
TXN-00023925,CUST-002601,2023-08-04,Upgrade,221.07
TXN-00023926,CUST-002800,2024-04-15,Upgrade,70.42
TXN-00023927,CUST-003234,2023-02-11,Upgrade,199.42
TXN-00023928,CUST-004664,2023-07-14,Add-on,18.75
TXN-00023929,CUST-003142,2023-11-02,Renewal,146.93
TXN-00023930,CUST-004682,2023-07-08,Add-on,4.92
TXN-00023931,CUST-004855,2023-10-28,Subscription,504.92
TXN-00023932,CUST-003595,2023-11-14,Subscription,150.29
TXN-00023933,CUST-001261,2023-10-09,Upgrade,93.52
TXN-00023934,CUST-001276,2024-04-04,Add-on,67.21
TXN-00023935,CUST-004230,2023-10-21,Upgrade,237.39
TXN-00023936,CUST-000642,2024-07-17,Subscription,151.36
TXN-00023937,CUST-002559,2024-09-15,Upgrade,268.77
TXN-00023938,CUST-003523,2023-01-01,Add-on,21.52
TXN-00023939,CUST-001396,2023-10-05,Subscription,37.86
TXN-00023940,CUST-004224,2024-05-20,Upgrade,65.52
TXN-00023941,CUST-001852,2024-03-17,Subscription,499.03
TXN-00023942,CUST-001348,2023-01-27,Subscription,502.39
TXN-00023943,CUST-003180,2024-03-30,Renewal,45.85
TXN-00023944,CUST-003911,2024-07-01,Subscription,149.26
TXN-00023945,CUST-003378,2024-03-01,Renewal,43.12
TXN-00023946,CUST-004352,2023-05-12,Add-on,22.88
TXN-00023947,CUST-004367,2023-08-19,Add-on,28.03
TXN-00023948,CUST-002554,2023-11-19,Subscription,50.32
TXN-00023949,CUST-003053,2023-03-09,Upgrade,826.71
TXN-00023950,CUST-001083,2023-01-06,Add-on,8.66
TXN-00023951,CUST-002281,2024-12-09,Upgrade,240.68
TXN-00023952,CUST-003920,2024-04-26,Add-on,69.23
TXN-00023953,CUST-000410,2024-02-28,Subscription,141.05
TXN-00023954,CUST-002983,2023-11-26,Renewal,155.92
TXN-00023955,CUST-000328,2023-03-20,Renewal,51.04
TXN-00023956,CUST-001179,2024-09-14,Upgrade,89.15
TXN-00023957,CUST-003699,2023-03-15,Upgrade,73.92
TXN-00023958,CUST-003060,2024-04-27,Add-on,61.86
TXN-00023959,CUST-001662,2024-10-06,Upgrade,91.28
TXN-00023960,CUST-003497,2023-02-04,Subscription,505.99
TXN-00023961,CUST-003773,2024-12-05,Renewal,147.15
TXN-00023962,CUST-000749,2024-07-24,Subscription,502.32
TXN-00023963,CUST-004867,2024-01-01,Upgrade,63.5
TXN-00023964,CUST-000251,2023-04-02,Subscription,46.53
TXN-00023965,CUST-004241,2024-05-09,Upgrade,78.42
TXN-00023966,CUST-003721,2024-12-12,Subscription,50.41
TXN-00023967,CUST-004978,2023-09-02,Renewal,152.79
TXN-00023968,CUST-002567,2024-11-04,Subscription,498.6
TXN-00023969,CUST-003360,2023-06-20,Renewal,50.75
TXN-00023970,CUST-004701,2024-07-05,Upgrade,241.69
TXN-00023971,CUST-003026,2024-08-30,Upgrade,73.09
TXN-00023972,CUST-000655,2023-12-22,Upgrade,84.43
TXN-00023973,CUST-004328,2023-03-22,Subscription,43.59
TXN-00023974,CUST-002924,2023-10-02,Renewal,44.37
TXN-00023975,CUST-004533,2023-12-27,Renewal,49.53
TXN-00023976,CUST-000955,2024-01-28,Subscription,48.54
TXN-00023977,CUST-004995,2023-07-17,Subscription,45.85
TXN-00023978,CUST-003225,2023-09-19,Subscription,48.24
TXN-00023979,CUST-000057,2023-02-07,Subscription,49.41
TXN-00023980,CUST-002023,2024-09-11,Upgrade,913.44
TXN-00023981,CUST-000762,2023-03-17,Upgrade,720.47
TXN-00023982,CUST-004271,2024-07-25,Upgrade,76.24
TXN-00023983,CUST-003491,2023-12-29,Renewal,147.0
TXN-00023984,CUST-003974,2024-06-05,Renewal,52.7
TXN-00023985,CUST-000409,2023-01-02,Subscription,46.05
TXN-00023986,CUST-001975,2023-12-19,Upgrade,274.13
TXN-00023987,CUST-000926,2023-12-21,Add-on,58.63
TXN-00023988,CUST-003996,2024-07-11,Renewal,147.93
TXN-00023989,CUST-004803,2023-03-22,Add-on,13.64
TXN-00023990,CUST-001152,2023-04-08,Upgrade,276.04
TXN-00023991,CUST-004051,2023-11-25,Add-on,71.87
TXN-00023992,CUST-001361,2024-04-07,Renewal,50.07
TXN-00023993,CUST-002345,2023-09-24,Add-on,62.92
TXN-00023994,CUST-000061,2023-10-05,Add-on,228.25
TXN-00023995,CUST-002076,2024-09-26,Subscription,51.11
TXN-00023996,CUST-002452,2024-02-06,Subscription,45.88
TXN-00023997,CUST-003675,2024-11-16,Upgrade,61.61
TXN-00023998,CUST-003735,2024-01-10,Add-on,10.68
TXN-00023999,CUST-001079,2023-09-12,Add-on,55.59
TXN-00024000,CUST-000608,2024-09-08,Renewal,501.88
TXN-00024001,CUST-001936,2024-11-13,Upgrade,62.28
TXN-00024002,CUST-002571,2023-04-30,Renewal,45.9
TXN-00024003,CUST-002969,2024-02-12,Upgrade,91.28
TXN-00024004,CUST-001133,2023-02-18,Renewal,147.36
TXN-00024005,CUST-002084,2024-10-24,Upgrade,68.75
TXN-00024006,CUST-000238,2024-05-18,Add-on,43.65
TXN-00024007,CUST-001709,2024-04-29,Subscription,149.24
TXN-00024008,CUST-004916,2023-01-03,Upgrade,855.36
TXN-00024009,CUST-000675,2023-02-21,Upgrade,867.78
TXN-00024010,CUST-000025,2023-10-19,Add-on,228.54
TXN-00024011,CUST-000642,2023-01-12,Upgrade,231.03
TXN-00024012,CUST-001458,2024-08-24,Subscription,47.01
TXN-00024013,CUST-000539,2023-09-09,Upgrade,196.12
TXN-00024014,CUST-002596,2023-01-13,Subscription,494.09
TXN-00024015,CUST-001898,2023-11-15,Renewal,41.98
TXN-00024016,CUST-000794,2023-11-23,Add-on,202.37
TXN-00024017,CUST-001441,2023-11-16,Subscription,49.38
TXN-00024018,CUST-000900,2023-05-01,Add-on,44.16
TXN-00024019,CUST-001730,2024-07-06,Add-on,44.46
TXN-00024020,CUST-003230,2023-10-10,Subscription,148.36
TXN-00024021,CUST-004809,2023-01-19,Subscription,500.6
TXN-00024022,CUST-000184,2023-09-12,Subscription,505.69
TXN-00024023,CUST-000266,2024-09-10,Upgrade,219.47
TXN-00024024,CUST-002472,2024-12-29,Add-on,21.15
TXN-00024025,CUST-003656,2024-07-13,Renewal,40.32
TXN-00024026,CUST-003385,2023-06-03,Upgrade,80.23
TXN-00024027,CUST-003778,2023-07-02,Renewal,56.6
TXN-00024028,CUST-002909,2023-03-25,Upgrade,87.83
TXN-00024029,CUST-003477,2024-07-06,Add-on,18.04
TXN-00024030,CUST-004040,2023-01-25,Upgrade,91.49
TXN-00024031,CUST-002360,2024-11-28,Subscription,498.98
TXN-00024032,CUST-003773,2023-08-03,Subscription,147.96
TXN-00024033,CUST-001688,2024-08-25,Renewal,41.66
TXN-00024034,CUST-000480,2024-01-27,Renewal,51.24
TXN-00024035,CUST-002566,2024-02-08,Upgrade,988.54
TXN-00024036,CUST-004140,2023-06-14,Upgrade,238.08
TXN-00024037,CUST-002157,2023-02-10,Upgrade,195.74
TXN-00024038,CUST-004224,2023-09-02,Upgrade,93.59
TXN-00024039,CUST-004116,2024-06-10,Renewal,49.19
TXN-00024040,CUST-002949,2024-01-16,Renewal,498.77
TXN-00024041,CUST-000681,2024-07-11,Add-on,14.67
TXN-00024042,CUST-004042,2024-07-21,Upgrade,64.56
TXN-00024043,CUST-002654,2024-02-13,Add-on,37.04
TXN-00024044,CUST-003022,2024-12-01,Subscription,146.78
TXN-00024045,CUST-004701,2023-10-13,Upgrade,258.86
TXN-00024046,CUST-004293,2024-10-05,Add-on,56.53
TXN-00024047,CUST-003076,2024-12-11,Renewal,50.89
TXN-00024048,CUST-002912,2023-01-22,Renewal,56.18
TXN-00024049,CUST-000155,2024-11-06,Upgrade,213.8
TXN-00024050,CUST-000717,2024-03-31,Upgrade,59.28
TXN-00024051,CUST-001138,2024-06-30,Add-on,170.85
TXN-00024052,CUST-003579,2024-07-07,Add-on,15.94
TXN-00024053,CUST-004902,2023-01-13,Add-on,17.32
TXN-00024054,CUST-004304,2023-06-05,Upgrade,289.74
TXN-00024055,CUST-003671,2024-02-06,Subscription,502.93
TXN-00024056,CUST-001256,2023-11-26,Subscription,144.01
TXN-00024057,CUST-004068,2023-06-11,Subscription,152.0
TXN-00024058,CUST-003412,2024-09-14,Subscription,495.86
TXN-00024059,CUST-002852,2024-12-15,Add-on,16.73
TXN-00024060,CUST-003118,2023-12-13,Add-on,10.17
TXN-00024061,CUST-004356,2023-04-03,Add-on,30.27
TXN-00024062,CUST-004415,2024-01-27,Add-on,21.54
TXN-00024063,CUST-002210,2023-10-17,Add-on,47.54
TXN-00024064,CUST-002973,2024-12-09,Renewal,41.56
TXN-00024065,CUST-000215,2024-03-23,Upgrade,71.45
TXN-00024066,CUST-002001,2024-12-27,Subscription,46.48
TXN-00024067,CUST-002553,2024-09-06,Renewal,152.66
TXN-00024068,CUST-000958,2023-07-31,Add-on,6.7
TXN-00024069,CUST-002930,2023-07-28,Subscription,51.32
TXN-00024070,CUST-000787,2023-08-31,Add-on,5.18
TXN-00024071,CUST-001236,2023-12-17,Subscription,155.12
TXN-00024072,CUST-003485,2024-03-03,Renewal,149.89
TXN-00024073,CUST-002171,2023-05-16,Subscription,49.3
TXN-00024074,CUST-002647,2023-07-24,Upgrade,275.91
